workflow_id	gcnv_init_ard_rel_unexplained_variance	gcnv_sample_psi_scale	gcnv_interval_psi_scale	gcnv_log_mean_bias_standard_deviation
aa952b1b-656c-4fe8-958a-6332a9ac3137	0.3509318515623631	0.02191562982560532	0.009767365413721375	88.47405579860727
1ce08c9b-d23a-4b8b-9f28-324ccf6c531d	0.4270417211513109	0.034736058561127645	0.033000097501929136	71.75231839692236
981478da-d943-4110-a1dd-9367dd57c276	0.8469586861864906	0.07190916595588075	0.023160442342266444	71.88392595207752
eb52be23-0fa6-4a7c-89be-e96dd0b572a6	0.932853350018289	0.09701510057598405	0.08683940597664654	91.33517920532276
0cee347a-223a-4d74-8fe2-ebb810510473	0.47696636868590936	0.04252518211594239	0.09734790976224161	9.358716396292738
034816cd-ebdf-4c1f-a822-001004dd4c01	0.9079928020893576	0.004041954709111761	0.0005535864025355975	91.7006200771224
a1bacce3-c873-4341-b304-ed7e2bc49a3d	0.2799971004665619	0.03831894341294995	0.011502989840857047	98.55441478467823
951900e7-142d-4ca9-aa96-fd54d011f68b	0.48460651761957546	0.021905759906785924	0.027027792503683087	38.72671206462502
dcec993d-3584-4f44-97eb-069f599fc183	0.9181713635302666	0.050999443935370536	0.08185127312275592	17.338922696036324
dac66988-aaa1-4e65-9a07-9fba65759170	0.8807842079575814	0.05468646936278365	0.027449773662703476	62.48027410892175
ed4d0459-3c04-48bd-b18e-0a11acbc4c15	0.03839219855981683	0.038594140772376447	0.024159985785288864	82.26274294700248
dc8bdec9-5bdc-430b-ad43-74ebcb1a6210	0.16287355106801	0.0328538613755555	0.06889206115215882	36.55473088001502
8b5b609a-5e7a-4169-89b8-e5849444976b	0.41798886289719234	0.02506329228187893	0.03940261177543948	30.414663188266548
cfa35964-0908-4546-a5a6-7cdaef9bec2a	0.2798842126677885	0.02548088376031414	0.016490398296009134	90.81379781942509
fec4533b-202e-4bad-ab43-e08764c8d49f	0.16805283372985472	0.07471316408299089	0.011464244681022605	61.98453632413376
5c6dc44c-e22a-49fa-a640-9b4b2832bde2	0.5657744519774444	0.06438449636761782	0.09996558663487605	81.71387904013136
56bb55de-838a-4cfc-97a2-4f8bb30a094c	0.4804198010799468	0.03933482961649489	0.02054631589200578	75.55759164848108
8c836c99-612a-43dc-907c-89c787340b19	0.4200556987303117	0.08045133508961543	0.06897033302863181	19.456303651871533
9cca5e95-611c-4965-8b84-7902df49616e	0.8638289115598161	0.07222725622625174	0.021166709097210388	10.265809103688929
f8c47160-b779-41e3-a993-2191f0d0a399	0.8739382178255214	0.06961294943562768	0.031106452325703495	18.928418884526835
d7d6ecea-f34c-4955-b679-505acb91bba9	0.9588092629230048	0.013413947978512034	0.01660495905652003	58.689835912140175
530a438c-f2ca-47ba-8966-4b7247e49a6f	0.3126793298778101	0.01579711829485294	0.011456770625600245	1.539121326415578
09695f11-377a-4f72-bd87-6728818b0fae	0.6549035655684887	0.07248793261693505	0.08179511190900754	83.7738352029263
d62976df-110e-4cb2-846a-13d347328b76	0.6027127713975023	0.06219890102560308	0.05454826604665224	80.63684468414058
3038aaba-5612-44d6-afc8-225fffbbaab3	0.8508441888787208	0.004977158703582545	0.03493842144796106	21.175828272925784
43fd5d2b-8254-4c7c-a34f-9c1d0804fbc4	0.21258406309372688	0.011667644501481573	0.09276364336263447	67.5336236620384
c5e99877-61b5-467a-9793-b5f1fa188ff3	0.5804846250008173	0.08592861387076214	0.09343197311691633	5.0806799797794495
96333345-5b7b-483a-af2a-9e3551c999a8	0.6206956003402838	0.047563127455472434	0.03483685425156404	89.58541682526409
c2574be1-8767-4d8a-a2c7-2206954fb062	0.19200241008840163	0.07359781678737985	0.09366053080002658	69.13576054279063
18d26471-8fb1-4f43-aaf8-5b5d7939cfbc	0.6871498565226396	0.08820009512996049	0.07991394031122206	16.294720022404704
